t,radius,set_speed_r,set_speed_r_filtered,meas_speed_r,acc_cmd_r,set_speed_theta,meas_speed_theta,acc_cmd_theta,set_speed_z,meas_speed_z,acc_cmd_z,acc_x,acc_y,acc_z,pub_vel_x,pub_vel_y,pub_vel_z,pid_r_P,pid_r_I,pid_r_D,pid_vtheta_P,pid_vtheta_I,pid_vtheta_D,pid_z_P,pid_z_I,pid_z_D,yaw_enu,yaw_target,error_yaw,total_yaw_err,yaw_rate,drone_z,target_z,r_lock_position,r_lock_active,r_pid_P,r_pid_I,r_pid_D,z_lock_position,z_lock_active,z_pid_P,z_pid_I,z_pid_D,theta_actual,theta_target,theta_lock_position,theta_lock_active,theta_pid_P,theta_pid_I,theta_pid_D,dt
40.011797189999925,7.578802463860345,0.0,0.0,0.020656775284695783,2.0902967727859596,0.0,0.01964303502956099,2.2499464609663002,0.0,0.02030530571937561,0.8386351812875902,1.9658849745333,-2.3594270368965393,0.8386351812875902,0.0,0.0,0.1489095708078677,1.089750520058205,0.0004953411454810022,1.0,6.556785322934966,0.002980356964970439,0.0,0.07716255905309526,0.0,0.761472622234495,-1.6125096959175609,-1.6982993187331834,-0.0857896228156223,-0.0857896228156223,-0.17617838494779128,15.784555435180664,15.780753135681152,7.578802463860345,1,0.0,0.0,-2.4542703308549467e-05,15.784555435180664,1,0.0,0.0,3.015639463273608e-05,-1.6982993187331834,-1.6125096959175609,-1.6982993187331834,1,0.0,0.0,-7.698531381557801e-06,0.001
40.111514249999345,7.579024517170498,0.0,0.0,0.020283451539483004,1.2262131997811636,0.0,0.018702694600704412,2.249949946698453,0.0,0.020806096494197845,0.2909845149481063,2.0760662106414642,-1.5019396336067312,0.2909845149481063,0.0,0.0,0.15001723869427316,1.1342607276905001,0.04167875438722884,0.05022756522239513,6.558854071878451,0.2,0.0,0.07752668532004518,0.0,0.2134578296280611,-1.6125096959175609,-1.6980977342473267,-0.08558803832976558,-0.08558803832976558,-0.13003642586969724,15.78923511505127,15.780753135681152,7.578802463860345,1,4.441066203053623e-05,1.5656513471555185e-06,-0.0012143691611795034,15.784555435180664,1,-0.0014039039611816405,-2.713159760682829e-05,0.0015370995031849944,-1.6980977342473267,-1.6125096959175609,-1.6982993187331834,1,0.00012095069151403237,8.905920044957748e-07,-0.00037977770104400543,0.04005726500054152
40.211763053999675,7.579069446759104,0.0,0.0,0.020120151585391162,1.2575041221196768,0.0,0.01604126629415889,2.2499574152589936,0.0,0.021280501037836075,0.13636748489371714,2.072969786072505,-1.5318032685881775,0.13636748489371714,0.0,0.0,0.15074033337755596,1.1528946652891578,0.10424879197908798,0.0003267131603785952,6.564709214152852,0.2,0.0,0.07767589940383193,0.0,0.05869158548988519,-1.6123351629923615,-1.697530779925195,-0.0851956169328334,-0.0851956169328334,-0.14027521212206154,15.792553901672363,15.780753135681152,7.578802463860345,1,5.339657975174106e-05,4.248437307818836e-06,-0.0019808497074478206,15.784555435180664,1,-0.0023995399475097655,-0.00010252849540125223,0.002568337904951562,-1.697530779925195,-1.6125096959175609,-1.6982993187331834,1,0.0004611232847929969,1.2210693906015237e-05,-0.0005686666958949631,0.03982687899951998
40.311678186999416,7.578523716402885,0.0,0.0,0.020367153379249377,1.2963544207668092,0.0,0.014560635770896857,2.2499608685394223,0.0,0.022422675043344498,0.09437410426143542,2.068583349449371,-1.5696565294933607,0.09437410426143542,0.0,0.0,0.14915345714018438,1.1517019034305227,0.14619853328661025,-0.0015739913347109034,6.567966601304028,0.2,0.0,0.07603846925810392,0.0,0.01833563500333149,-1.6123351629923615,-1.697199162385544,-0.08486399939318279,-0.08486399939318279,-0.14849721219842163,15.799917221069336,15.780753135681152,7.578802463860345,1,-5.574949149202979e-05,3.32562825879809e-06,-0.0022040696467628433,15.784555435180664,1,-0.004608535766601562,-0.00021079689578779932,0.002941609653983682,-1.697199162385544,-1.6125096959175609,-1.6982993187331834,1,0.0006600938085836283,2.8548852975331316e-05,-0.0005781251744206473,0.03793023300022469
40.41408245399998,7.573268077268449,0.0,0.0,0.02356725759659204,1.335358560660372,0.0,0.01658323263600497,2.2499483946281407,0.0,0.02296021394431591,0.07993398315118712,2.0631138002276996,-1.6090406182967254,0.07993398315118712,0.0,0.0,0.14857432201445853,1.1417352689095464,0.2,-0.006413020657747952,6.563516888200789,0.2,-0.0,0.07536846484208556,0.0,0.00456551830910155,-1.6123351629923615,-1.697534875278062,-0.08519971228570045,-0.08519971228570045,-0.16054912284455514,15.803605079650879,15.780753135681152,7.578802463860345,1,-0.0011068773183792403,-4.222061186041149e-05,-0.002538937296037524,15.784555435180664,1,-0.005714893341064453,-0.00043274380689191513,0.0032579431232259105,-1.697534875278062,-1.6125096959175609,-1.6982993187331834,1,0.0004586660730728997,4.974316637217056e-05,-0.0006148337335686056,0.03856709100000444
40.51141605399971,7.570058977529326,0.0,0.0,0.02540699723277196,1.3162266556791025,0.0,0.017887861077562895,2.2499399638974746,0.0,0.023577576503157616,0.06921484642790122,2.065134941712825,-1.59056597561369,0.06921484642790122,0.0,0.0,0.14744698043166934,1.135903524091763,0.2,-0.019719136983470845,6.560646705629362,0.2,-0.0,0.07432164235710703,0.0,-0.005106795929205812,-1.6123351629923615,-1.6977793296886436,-0.08544416669628241,-0.08544416669628241,-0.1690959277587359,15.808012008666992,15.780753135681152,7.578802463860345,1,-0.0017486972662037914,-9.878764726225513e-05,-0.0027420175140231793,15.784555435180664,1,-0.007036972045898437,-0.0006016158731800952,0.0033747853964527716,-1.6977793296886436,-1.6125096959175609,-1.6982993187331834,1,0.0003119934267238555,6.001764262351925e-05,-0.0006499494135581084,0.03891362299964385
40.61243785299939,7.5655906356405085,0.0,0.0,0.02801785556337135,1.3318242323676712,0.0,0.022584206989716617,2.2499163632979995,0.0,0.02393534779548645,0.0721636419210259,2.0616304550819216,-1.6079674419703096,0.0721636419210259,0.0,0.0,0.14660855042822196,1.1275141449463948,0.2,0.004242670820257629,6.550314744622624,0.2,0.0,0.07360392157964131,0.0,-0.0014402796586154133,-1.6125096959175609,-1.6987163341831004,-0.08620663826553976,-0.08620663826553976,-0.17674516848344102,15.811553955078125,15.780753135681152,7.578802463860345,1,-0.0026423656439673593,-0.000248413809494654,-0.0031126104523702324,15.784555435180664,1,-0.008099555969238281,-0.0009201774315445035,0.003509277748388258,-1.6987163341831004,-1.6125096959175609,-1.6982993187331834,1,-0.00025020926995020785,5.4081361818518376e-05,-0.0007917100301068601,0.04036203800023941
40.711697733999245,7.561631276485957,0.0,0.0,0.030194777686866545,1.3133998160153437,0.0,0.026216649622726663,2.2498953128130545,0.0,0.023888912051916122,0.07321934723152801,2.062741522519656,-1.5912716319348448,0.07321934723152801,0.0,0.0,0.14632438955621163,1.1205648167459499,0.2,-0.007255895498191159,6.542323370830002,0.2,-0.0,0.0734612865025773,0.0,-0.00024193927104929555,-1.6125096959175609,-1.6994824438165899,-0.0869727478990292,-0.0869727478990292,-0.18760386005124371,15.812629699707031,15.780753135681152,7.578802463860345,1,-0.003434237474877655,-0.00038105661275051857,-0.0033406003618718155,15.784555435180664,1,-0.008453750610351562,-0.0011515353531497154,0.003551298009850033,-1.6994824438165899,-1.6125096959175609,-1.6982993187331834,1,-0.0007098750500438732,3.771377131160811e-05,-0.0009010794281842775,0.04219777299931593
40.81283455299945,7.563629985362142,0.0,0.0,0.028182837004217212,1.337588882875707,0.0,0.029316194712599337,2.2498907649450373,0.0,0.021870452910661697,0.08633071959882337,2.0584793665852783,-1.6167297767778996,0.08633071959882337,0.0,0.0,0.14805543494739531,1.1256543308472675,0.2,0.011820924144197298,6.535504371632282,0.2,-0.0,0.07571098922204017,0.0,0.010619730376783192,-1.6125096959175609,-1.7001962039738903,-0.08768650805632916,-0.08768650805632916,-0.19766366306223837,15.806428909301758,15.780753135681152,7.578802463860345,1,-0.003034495699640694,-0.0005852204128217804,-0.0034585207106166563,15.784555435180664,1,-0.006562042236328125,-0.0014524543237006374,0.0034549002201461694,-1.7001962039738903,-1.6125096959175609,-1.6982993187331834,1,-0.001138131144424115,-3.2368172040688674e-06,-0.0010526940681871426,0.04040474300018104
40.913486335000016,7.565681672884162,0.0,0.0,0.026514508189825547,1.3352826409459895,0.0,0.030697457393165872,2.2498924184203553,0.0,0.0199869517236948,0.09156979950186894,2.0581959702502655,-1.615185739697655,0.09156979950186894,0.0,0.0,0.1499652801632851,1.13044263344015,0.2,0.00471545377345299,6.5324655937350355,0.2,-0.0,0.07798699706375417,0.0,0.013582802438114765,-1.6125096959175609,-1.7005570078392431,-0.08804731192168225,-0.08804731192168225,-0.20514261629024716,15.799002647399902,15.780753135681152,7.578802463860345,1,-0.0026241581952366035,-0.0006954821699570091,-0.0033411188788720274,15.784555435180664,1,-0.004334163665771484,-0.0015895674220537854,0.003264080207346054,-1.7005570078392431,-1.6125096959175609,-1.6982993187331834,1,-0.001354613463635834,-3.839687646699358e-05,-0.0011284079105887245,0.04043907199957175
